,Код,Наименование,Рекомендованная цена
8333,2900003858357,"Рубашка-поло с лого 1С, серая, короткий рукав 5 XL",3500
8334,2900003858364,"Рубашка-поло с лого 1С, бирюза, короткий рукав S",3500
8335,2900003858371,"Рубашка-поло с лого 1С, бирюза, короткий рукав M",3500
8336,2900003858388,"Рубашка-поло с лого 1С, бирюза, короткий рукав L",3500
8337,2900003858395,"Рубашка-поло с лого 1С, бирюза, короткий рукав XL",3500
8338,2900003858418,"Рубашка-поло с лого 1С, бирюза, короткий рукав XXL",3500
8339,2900003858425,"Рубашка-поло с лого 1С, бирюза, короткий рукав XXXL",3500
8340,2900003858432,"Рубашка-поло с лого 1С, бирюза, короткий рукав 4 XL",3500
8341,2900003858449,"Рубашка-поло с лого 1С, бирюза, короткий рукав 5 XL",3500
8342,2900002782202,"Толстовка белая, оверсайз (не очень большой размер)",3700
8343,2900002782196,"Толстовка черная, оверсайз (большой размер)",3700
8344,2900003737607,"Футболка с лого 1С, белая, с черным карманом S",3000
8345,2900003737614,"Футболка с лого 1С, белая, с черным карманом M",3000
8346,2900003737621,"Футболка с лого 1С, белая, с черным карманом L",3000
8347,2900003737638,"Футболка с лого 1С, белая, с черным карманом XL",3000
8348,2900003737645,"Футболка с лого 1С, белая, с черным карманом XXL",3000
8349,2900003737652,"Футболка с лого 1С, белая, с черным карманом XXXL",3000
8350,2900003737669,"Футболка с лого 1С, бирюзовая, с черным карманом S",3000
8351,2900003737676,"Футболка с лого 1С, бирюзовая, с черным карманом M",3000
8352,2900003737683,"Футболка с лого 1С, бирюзовая, с черным карманом L",3000
8353,2900003737690,"Футболка с лого 1С, бирюзовая, с черным карманом XL",3000
8354,2900003737713,"Футболка с лого 1С, бирюзовая, с черным карманом XXL",3000
8355,2900003737720,"Футболка с лого 1С, бирюзовая, с черным карманом XXXL",3000
8356,2900003737799,"Футболка с лого 1С, черная, с черным карманом S",3000
8357,2900003737805,"Футболка с лого 1С, черная, с черным карманом M",3000
8358,2900003737812,"Футболка с лого 1С, черная, с черным карманом L",3000
8359,2900003737829,"Футболка с лого 1С, черная, с черным карманом XL",3000
8360,2900003737836,"Футболка с лого 1С, черная, с черным карманом XXL",3000
8361,2900003737843,"Футболка с лого 1С, черная, с черным карманом XXXL",3000
8362,2900003737737,"Футболка с лого 1С, черная, с черным карманом на магнитах S",3300
8363,2900003737744,"Футболка с лого 1С, черная, с черным карманом на магнитах M",3300
8364,2900003737751,"Футболка с лого 1С, черная, с черным карманом на магнитах L",3300
8365,2900003737768,"Футболка с лого 1С, черная, с черным карманом на магнитах XL",3300
8366,2900003737775,"Футболка с лого 1С, черная, с черным карманом на магнитах XXL",3300
8367,2900003737782,"Футболка с лого 1С, черная, с черным карманом на магнитах XXXL",3300
8368,2900003737850,"Худи с лого 1С, футер петля, графит, с черным карманом S",6000
8369,2900003737867,"Худи с лого 1С, футер петля, графит, с черным карманом M",6000
8370,2900003737874,"Худи с лого 1С, футер петля, графит, с черным карманом L",6000
8371,2900003737881,"Худи с лого 1С, футер петля, графит, с черным карманом XL",6000
8372,2900003737898,"Худи с лого 1С, футер петля, графит, с черным карманом XXL",6000
8373,2900003737904,"Худи с лого 1С, футер петля, графит, с черным карманом XXXL",6000
8374,2900003737911,"Худи с лого 1С, футер с начесом, графит, с черным карманом S",6000
8375,2900003737928,"Худи с лого 1С, футер с начесом, графит, с черным карманом M",6000
8376,2900003737935,"Худи с лого 1С, футер с начесом, графит, с черным карманом L",6000
8377,2900003737942,"Худи с лого 1С, футер с начесом, графит, с черным карманом XL",6000
8378,2900003737959,"Худи с лого 1С, футер с начесом, графит, с черным карманом XXL",6000
8379,2900003737966,"Худи с лого 1С, футер с начесом, графит, с черным карманом XXXL",6000
8380,2900003684710,"Худи-Кенгуру Черные ""1С"" S (46)",4200
8381,2900003684727,"Худи-Кенгуру Черные ""1С"" M (48)",4200
8382,2900003684734,"Худи-Кенгуру Черные ""1С"" L (50)",4200
8383,2900003684741,"Худи-Кенгуру Черные ""1С"" XL (52)",4200
8384,2900003684758,"Худи-Кенгуру Черные ""1С"" 2XL (54)",4200
8385,2900003684765,"Худи-Кенгуру Черные ""1С"" 3XL (56)",4200
8386,2900003684772,"Худи-Кенгуру Черные ""1С"" 4XL (58)",4200
8387,2900003666570,"Худи-Кенгуру черные на молнии ""1С"" S (46)",4200
8388,2900003666563,"Худи-Кенгуру черные на молнии ""1С"" M (48)",4200
8389,2900003666532,"Худи-Кенгуру черные на молнии ""1С"" L (50)",4200
8390,2900003670577,"Худи-Кенгуру черные на молнии ""1С"" L (50) рост 180-186",4200
8391,2900003666525,"Худи-Кенгуру черные на молнии ""1С"" XL (52)",4200
8392,2900003670584,"Худи-Кенгуру черные на молнии ""1С"" XL (52) рост 180-186",4200
8393,2900003670133,"Худи-Кенгуру черные на молнии ""1С"" 2XL (54)",4200
8394,2900003670560,"Худи-Кенгуру черные на молнии ""1С"" 2XL (54) рост 180-186",4200
8395,2900003666556,"Худи-Кенгуру черные на молнии ""1С"" 3XL (56)",4200
8396,2900003666549,"Худи-Кенгуру черные на молнии ""1С"" 4XL (58)",4200
8397,2900003661261,"Худи с вышивкой ""1С"" цвет ГРАФИТ XL",3400
8398,2900003661278,"Худи с вышивкой ""1С"" цвет ГРАФИТ XXL",3400
8399,2900003663500,"Худи с вышивкой ""1С"" цвет СЕРЫЙ МЕЛАНЖ XXL",3400
8400,2900003812731,"Шапка желтая с лого 1С, teplo",1200
8401,2900003812748,"Шапка красная с лого 1С, teplo",1200
8402,2900003812755,"Шапка черная с лого 1С, teplo",1200
8403,2900003812694,"Шарф желтый с лого 1С, teplo",1700
8404,2900003812700,"Шарф красный с лого 1С, teplo",1700
8405,2900003812717,"Шарф черный с лого 1С, teplo",1700
8407,2900003767147,"USB-хаб с лого 1С, коннектор 2-в-1 Type-C, USB-A, 2.0/3.0",1700
8408,2900001503662,"Антистеплер с символикой ""1С""",100
8409,2900003753355,"Беспроводное зарядное устройство с лого 1С, 15W",1800
8410,2900001569729,Блокнот 1С (на пружинке),120
8411,2900002152623,"Брелок-ретрактор красный с логотипом ""1С""",400
8412,2900003765051,"Брелок-рулетка с лого 1С, красный",150
8413,2900003844336,"Бутылка для воды с лого 1С, красная, 750 мл",900
8414,2900003712505,"Бутылка для воды с лого 1С, красная, пластиковая",1300
8415,2900001505383,Ваза ПВХ для цветов,120
8416,2900002100143,"Весы электронные с лого ""1С""",1950
8417,2900003712512,"Внешний аккумулятор 5000 mAh с лого 1С, серый",3500
8418,2900002270488,"Вуппит ""1С""",120
8419,2900001437721,"Вуппи ""Змея""",120
8420,2900000690387,"Вуппи ""Мышка""",120
8421,2900002152630,"Галстук мужской желтый с логотипом ""1С"" (габардин)",1250
8422,2900002083385,"Губка для обуви с лого ""1С""",120
8423,2900003765068,"Держатель для телефона с лого 1С в сердечке, желтый",150
8424,2900003765075,"Держатель для телефона с лого 1С, черный",150
8425,2900001964869,"Зеркало складное с лого ""1С""",120
8426,2900003689531,"Зонт синий с лого 1С, автомат, FARE",5000
8427,2900002151886,Зонт складной синий с логотипом 1С,2100
8428,2900003767109,"Кабель USB с лого 1С, разъемы для Android и iOS",1500
8429,2900001563062,"Калькулятор желтый ""1С""",1000
8430,2900001471633,"Канцелярский микс (скрепки, зажимы)",80
8431,2900003675626,Картхолдер на 3 карты серый с котиком и логотипом 1С,400
8432,2900003675633,Картхолдер на 6 карт серый с котиком и логотипом 1С,700
8433,2900003767154,"Коврик для мыши с лого 1С, черный",450
8434,2900003682686,"Кофер красный с лого 1С, герметичный, софт-тач",2800
8435,2900003723822,Кружка белая с лого 1С в сердечке,500
8436,2900003840741,"Кружка Времена года, Зима, белая, с котиком и лого 1С, 330 мл",500
8437,2900003840758,"Кружка Времена года, Весна, белая, с котиком и лого 1С, 330 мл",500
8438,2900003840765,"Кружка Времена года, Лето, белая, с котиком и лого 1С, 330 мл",500
8439,2900003840772,"Кружка Времена года, Осень, белая, с котиком и лого 1С, 330 мл",500
8440,2900001965651,"Кубарик с лого ""1С""",200
8441,2900001553919,"Линейка-дырокол ""1С""",90
8442,2900001784689,Линейка с лупой с символикой 1С,120
8443,2900002104431,"Мышь-релаксатор с лого ""1С""",120
8444,2900001865623,"Набор канцелярских зажимов с лого ""1С""",87
8445,2900000024878,Набор карандашей с лого 1С,120
8446,2900002019216,"Набор расчесок с лого ""1С""",120
8447,2900001438155,Набор силовых кнопок в коробочке,80
8448,2900001774376,"Нож-лопатка для торта с лого ""1С""",120
8449,2900000037618,"Ножницы канцелярские с символикой ""1С""",120
8450,2900003697222,Пакет целлофановый 1С 30х40 (100 шт.),
8451,2900000005761,Пакет целлофановый 1С:Предприятие/1С:Мультимедиа,40
8452,2900001246330,Плед ИТС,1600
8453,2900003767130,Подставка для телефона с беспроводной зарядкой с лого 1С,1800
8454,2900003767123,"Подставка для телефона с лого 1С, коричневая, бамбук",600
8455,2900002191301,"Подставка-присоска с лого ""1С""",120
8456,2900002080568,Расческа из пластмассы с символикой 1С,120
8457,2900003807447,"Ремувка красная с лого 1С PULL, FETCH",150
8458,2900003807454,Ремувка красная с лого 1С ВАЙБ,150
8459,2900003807461,Ремувка красная с лого 1С Ключи от конфигурации,150
8460,2900003675640,"Ретрактор с логотипом 1С, белый, с карабином и зажимом 1С",360
8461,2900002782226,Ручка 1С,80
8462,2900001900157,"Ручка с фонариком с лого ""1С""",120
8463,2900003767314,"Рюкзак бизнес с лого 1С, черный",8000
8464,2900003767321,"Рюкзак городской с лого 1С, черный",5000
8465,2900003728223,Рюкзак серый с лого 1С,1400
8466,2900003728230,Рюкзак синий с лого 1С,1400
8467,2900003717449,Рюкзак-мешок с котиком и с лого 1С,500
8468,2900003767116,"Сетевой блок зарядки c лого 1С, выходы USB-A, Type-C, быстрая зарядка QC/PD, 30 Вт",2200
8469,2900001503686,"Степлер + скобы с символикой ""1С""",120
8470,2900003749310,Сумка для ноутбука с лого 1С,5000
8471,2900001959476,Сумка складная с символикой 1С,700
8472,2900003844350,"Термос с лого 1С, с датчиком температуры, серебро, 500 мл",1400
8473,2900003844343,"Термос с лого 1С, с датчиком температуры, черный, 500 мл",1400
8474,2900001837026,Термосумка с лого 1С,120
8475,2900001746830,Чайник 1С заварочный подарочный 900 мл.,1400
8476,2900003714493,Чемодан желтый с лого 1С (33х22х53),9000
8477,2900003814025,Чемодан желтый с лого 1С (40.5х25х62.5),11000
8478,2900003789057,"Чехол на чемодан S, с котиками и с лого 1С",2300
8479,2900003789040,"Чехол на чемодан M, с котиками и с лого 1С",2500
8480,2900001844031,Шарик елочный,85
8481,2900002152678,"Шарф женский желтый с логотипом ""1С"" (шифон)",1200
8482,2900003664071,"Шоппер серый с котиком и логотипом 1С, 1 шт.",500
8483,2900003664064,"Шоппер серый с логотипом 1С, 1 шт.",500
8484,2900003770932,"Шоппер серый, серые ручки, с котиками и лого 1С",800
8485,2900003770925,"Шоппер черный, красные ручки, с котиками и лого 1С",800
8487,2900002111088,"Печатная продукция комплект ""1С:Просто"" (5 папок с листовками в упаковке)",
8488,2900002143201,"Печатная продукция буклет 1С-Просто для малого ритейла (25 шт., А3/2)",
8489,2900001778558,"Печатная продукция 54-ФЗ: Поддержка нового порядка применения ККТ в решениях и сервисах 1С (50 шт., А4)",
8490,2900001741767,Печатная продукция брошюра Сервисы 1С (10 шт.) 11.22,
8491,2900001760188,"Печатная продукция 1С:ДиректБанк (25 шт., А4)",
8492,2900001758604,"Печатная продукция 1С:Контрагент (25 шт., А4)",
8493,2900001509985,"Печатная продукция 1С:Линк (25 шт., А4)",
8494,2900001629973,"Печатная продукция 1С:Облачный архив (25 шт., А4)",
8495,2900001739894,"Печатная продукция 1СПАРК Риски (25 шт., А4)",
8496,2900001785549,"Печатная продукция 1С-UMI (25 шт., А4)",
8497,4601546099723,"Печатная продукция 1С-Отчетность (25 шт., А4)",
8498,2900001777308,"Печатная продукция 1С-Финконтроль 8 (25 шт., А4)",
8499,2900001791212,"Печатная продукция листовка 1С-Товары (25 шт., А4)",
8500,2900002009934,"Печатная продукция 1С-ЭДО (25 шт., А4)",
8501,2900003782652,"Печатная продукция ЭДО для КОРП клиентов (25 шт., А5)",
8502,2900003782676,"Печатная продукция ЭДО для малого бизнеса (25 шт., А5)",
8503,2900003782669,"Печатная продукция ЭДО маркировка (25 шт., А5)",
8504,2900001477550,"Печатная продукция Лучший пользователь 1С:ИТС (50 шт., А4)",
8505,4601546034410,"Печатная продукция буклет Продукты 1С:Предприятие 8 (16 стр.,10шт.)",
8506,2900000066922,"Печатная продукция буклет Продукты 1С:Предприятие 8 (16 стр.,50шт.)",
8507,2900002579062,"Печатная.продукция брошюра 1С:Предприятие - современный тренд корпоративной цифровизации (горизонтальный формат А5, 25 шт.)",
8508,2900002582796,"Печатная продукция брошюра 1С:Предприятие - современный тренд корпоративной цифровизации (англ. яз., горизонтальный формат А5, 25 шт.)",
8509,2900002578201,"Печатная продукция буклет Технологическая платформа 1С:Предприятие (А4, 25 шт.)",
8510,2900000057708,"Печатная продукция буклет Архитектура 1С:Предприятие как продукт инженерной мысли (28 стр,10 шт)",
8511,2900000058781,"Печатная продукция буклет Архитектура 1С:Предприятие как продукт инженерной мысли (28 стр,50 шт)",
8512,2900003752358,Печатная продукция буклет 1С:Шина (25 шт. А3/2),
8513,4601546023445,"Печатная продукция 1С:Бухгалтерия 8 (А3, 50 шт.)",
8514,4601546074843,"Печатная продукция 1С:Документооборот 8 (50 шт., А3)",
8515,2900001650625,"Печатная продукция брошюра 1С:Документооборот 8 (10 шт.,формат 200х200, 20 стр.)",
8516,2900001701518,Печатная продукция буклет 1С:Документооборот без вопросов (1 шт.),
8517,2900001701433,Печатная продукция буклет 1С:Договорчики (25 шт.),
8518,2900001815512,"Печатная продукция 1С:Учет обращений (25 шт., А4)",
8519,4601546023452,"Печатная продукция 1С:Зарплата и управление персоналом 8 (А3, 50 шт.)",
8520,4601546088970,"Печатная продукция 1С:Зарплата и управление персоналом 8. КОРП (50 шт., А3)",
8521,4601546043528,Печатная продукция 1С:Консолидация 8 (50 шт.),
8522,2900002009781,Печатная продукция 1С:Управление нашей фирмой 8 (25 шт.),
8523,4601546075574,"Печатная продукция 1С:Управление нашей фирмой 8 (50 шт, А3)",
8524,4601546018342,Печатная продукция 1С:Предприятие 8. Управление торговлей (100шт) А3,
8525,4601546047694,"Печатная продукция 1С:Предприятие 8. Управление торговлей и взаимоотношениями с клиентами (CRM) (50 шт., А4)",
8526,2900000057746,"Печатная продукция буклет 1С:Предприятие 8.0. Управление торговлей (16 пол,10 шт)",
8527,2900000058774,"Печатная продукция буклет 1С:Предприятие 8.0. Управление торговлей (16 пол,50 шт)",
8528,2900001502184,"Печатная продукция буклет 1С:Розница (50 шт, А3)",
8529,2900001604994,"Печатная продукция 1С:Управление холдингом 8 (50 шт., А3/2)",
8530,2900001639606,"Печатная продукция брошюра 1С:ERP Управление предприятием (24 стр., А4, 10 шт.)",
8531,2900002355703,"Печатная продукция листовка 1С:ERP. Управление холдингом. Комплексное решение для крупного бизнеса (А4, 25 шт.)",
8532,2900002658224,"Печатная продукция листовка 1С:Корпорация (А4, 25 шт.)",
8533,2900003683515,"Печатная продукция буклет ""1С:Облако для пользователей"" (25 шт. А3/2)",
8534,2900003674254,"Печатная продукция листовка 1С:Готовое рабочее место (25 шт., А4)",
8535,2900001370486,"Печатная продукция зарубежный буклет 1С:УПП. ERP-система на платформе 1С:Предприятие 8.2 (Беларусь, Казахстан, Украина) (24 стр,10 шт)",
8536,2900001370493,"Печатная продукция зарубежный буклет 1С:УПП. ERP-система на платформе 1С:Предприятие 8.2 (Беларусь, Казахстан, Украина) (24 стр,50 шт)",
8537,4601546075161,"Печатная продукция буклет 1С:Предприятие 8 для государственных учреждений (10 шт., А4)",
8538,2900001566001,Печатная продукция Закупки. Дополнение к 1С:БГУ 8 (10 шт. А4),
8539,4601546061867,"Печатная продукция буклет 1С:Зарплата и кадры государственного учреждения 8 (50 шт, А3)",
8540,2900001676687,"Печатная продукция 1С:Вещевое довольствие 8 (25 шт., А4)",
8541,4601546053114,"Печатная продукция буклет Книги и методические пособия по ""1С:Предприятию"" (50 шт,А5)",
8542,2900001686495,"Печатная продукция каталог Компьютерные программы для образования, вып.16 (20 шт., А4)",
8543,4601546120632,"Печатная продукция Комплексная автоматизация дошкольного учреждения (10 шт., А4)",
8544,4601546121479,Печатная продукция Комплексная автоматизация общеобразовательного учреждения (10 шт. А3 со сгибом),
8545,4601546107893,"Печатная продукция каталог Решения для дошкольных образовательных учреждений, выпуск 2 (10 шт.)",
8546,4601546107992,Печатная продукция каталог Решения для учреждений здравоохранения (10 шт.),
8547,2900001398077,"Печатная продукция буклет Решения для высшего образования (40 стр., 10 шт., А4)",
8548,2900001398084,"Печатная продукция буклет Решения для высшего образования (40 стр., 50 шт., А4)",
8549,4601546106872,"Печатная продукция каталог Секреты успешного бизнеса (1 шт., А6)",500
8550,4601546040176,"Печатная продукция листовка Есть такая профессия - родину автоматизировать (50 шт., А3)",
8551,2900001463713,"Печатная продукция 1С:CRM ПРОФ/КОРП 2.0 (25 шт., А4)",
8552,2900001744041,"Печатная продукция листовка 1C:CRM ПРОФ/КОРП 3.0 (25 шт., А4)",
8553,2900001812023,"Печатная продукция листовка 1C:CRM. Модуль для 1С:ERP и 1С:Комплексная автоматизация 2 ""(25 шт., А4)",
8554,2900001812030,"Печатная продукция листовка 1C:CRM для банков (25 шт., А4)",
8555,2900001638319,Печатная продукция 1С:Автоматизированное составление расписания. Колледж (50 шт. А4),
8556,2900001537155,"Печатная продукция 1С:Автоматизированное составление расписания. Университет (50 шт., А4)",
8557,2900001751780,"Печатная продукция 1С:Автоматизированное составление расписания. Школа (10 шт., А4)",
8558,2900001635615,"Печатная продукция 1С:Административно-хозяйственная деятельность банка (25 шт., А4)",
8559,2900001551946,"Печатная продукция 1С:Библиотека ПРОФ (10 шт, А4)",
8560,4601546031310,"Печатная продукция 1С:Библиотека (10 шт, А4)",
8561,2900003737362,"Печатная продукция 1С:Бухгалтерия лизинговой компании КОРП (25 шт., А4)",
8562,2900001668859,"Печатная продукция 1С:Бухгалтерия некредитной финансовой организации КОРП (25 шт., А4)",
8563,2900002545975,"Печатная продукция 1С:Бухгалтерский и управленческий учет дорожно-строительной организации (25 шт., А4)",
8564,4601546087652,"Печатная продукция 1С:Дошкольное учреждение (10 шт., А4)",
8565,2900001519694,"Печатная продукция 1С:ЗАГС (10 шт., А4)",
8566,2900001482172,"Печатная продукция 1С:Колледж ПРОФ (10 шт., А3)",
8567,2900003759449,Печатная продукция буклет 1С:Колледж (25 шт. А4 – 16 полос),
8568,2900001789851,Печатная продукция каталог Медицинские ERP-решения фирмы 1С (10 шт.),
8569,2900001482257,Печатная продукция 1С:Медицина. Больничная аптека (10 шт.),
8570,2900001223799,Печатная продукция 1С:Медицина. Клиническая лаборатория (10 шт.),
8571,2900001477321,"Печатная продукция 1С:Медицина. Диетическое питание (А4,10 шт.)",
8572,4601546108050,Печатная продукция 1С:Медицина. Поликлиника (10 шт.),
8573,2900002106206,"Печатная продукция листовка Решения системы 1С:Предприятие для ФГИС МДЛП (25 шт., А4)",
8574,2900002137248,Печатная продукция 1С:Детская школа искусств (10 шт.),
8575,2900001573788,"Печатная продукция 1С:Музей (10 шт., А4)",
8576,2900001740630,"Печатная продукция 1С:Музейный каталог (10 шт., А4)",
8577,4601546111654,"Печатная продукция 1С:Образование 5. Школа (50 шт., А3)",
8578,4601546106865,"Печатная продукция 1С:Образование 5. Школа (50 шт., А4)",
8579,4601546102300,"Печатная продукция 1С:Общеобразовательное учреждение (25 шт., А4)",
8580,4601546048028,"Печатная продукция 1С:Оценка персонала (25 шт., А4)",
8581,4601546076519,"Печатная продукция 1С:Плановое питание (10 шт., А4)",
8582,2900002575651,"Печатная продукция листовка 1С:Полиграфия. Модуль для 1С:ERP, 1С:КА и 1С:УТ (25 шт., А4)",
8583,4601546102393,"Печатная продукция 1С:Предприятие 8. CRM СТАНДАРТ (25 шт., А4)",
8584,2900001738330,"Печатная продукция 1С:Предприятие 8. ERP Агропромышленный комплекс (25 шт., А4)",
8585,2900001970969,"Печатная продукция 1С:Предприятие 8. ERP Управление птицеводческим предприятием 2 (25 шт., А4)",
8586,2900001750141,"Печатная продукция 1С:Предприятие 8. ERP Управление строительной организацией 2 (25 шт., А4)",
8587,2900001642965,"Печатная продукция 1С:Предприятие 8. ERP+PM Управление проектной организацией 2.0 (25 шт., А4)",
8588,4601546098481,"Печатная продукция 1С:Предприятие 8. ITIL Управление информационными технологиями предприятия ПРОФ (25 шт., А4)",
8589,4601546080851,"Печатная продукция 1С:Предприятие 8. ITIL Управление информационными технологиями предприятия СТАНДАРТ (25 шт., А4)",
8590,2900002991154,"Печатная продукция листовка 1С:Предприятие 8. LIMS Управление лабораторией предприятия. Расширение для 1С:ERP и 1С:КА (25 шт., А4)",
8591,4601546089007,"Печатная продукция 1С:Предприятие 8. MDM Управление нормативно-справочной информацией (25 шт., А4)",
8592,4601546105363,"Печатная продукция 1С:Предприятие 8. MES Оперативное управление производством (25 шт., А4)",
8593,2900002365726,"Печатная продукция 1С:Предприятие 8. PLM Управление жизненным циклом (25 шт., А4)",
8594,2900001791465,"Печатная продукция 1С:Предприятие 8. PDM Управление инженерными данными 3 (25 шт., А4)",
8595,4601546093493,"Печатная продукция 1С:Предприятие 8. SPA-Салон (25 шт., А4)",
8596,2900002600032,"Печатная продукция 1С:Предприятие 8. TMS Логистика. Управление перевозками (25 шт., А4)",
8597,4601546105189,"Печатная продукция 1С:Предприятие 8. WMS Логистика. Управление складом (25 шт., А4)",
8598,4601546093424,"Печатная продукция 1С:Предприятие 8. Автосервис (25 шт., А4)",
8600,4601546081568,"Печатная продукция 1С:Предприятие 8. Аренда и управление недвижимостью (25 шт., А4)",
8601,4601546090928,"Печатная продукция 1С:Предприятие 8. Бухгалтерия молокозавода (25 шт., А4)",
8602,4601546098498,"Печатная продукция 1С:Предприятие 8. Бухгалтерия птицефабрики (25 шт., А4)",
8603,4601546093585,"Печатная продукция 1С:Предприятие 8. Бухгалтерия сельскохозяйственного предприятия (25 шт., А4)",
8604,2900002011142,"Печатная продукция 1С:Предприятие 8. Бухгалтерия СНТ (25 шт., А4)",
8605,2900001973328,"Печатная продукция 1С:Предприятие 8. Бухгалтерия строительной организации (25 шт., А4)",
8606,4601546076885,"Печатная продукция 1С:Предприятие 8. Бухгалтерия элеватора и комбикормового завода (25 шт., А4)",
8607,4601546102201,"Печатная продукция 1С:Предприятие 8. Горнодобывающая промышленность. Управление карьером (25 шт., А4)",
8608,2900003621517,"Печатная продукция 1С:Предприятие 8. Инвентаризация и управление имуществом (25 шт., А4)",
8609,4601546048035,"Печатная продукция 1С:Предприятие 8. Кадровое агентство (10 шт., А4)",
8610,4601546093530,"Печатная продукция 1С:Предприятие 8. Лесозавод (25 шт., А4)",
8611,2900001994262,"Печатная продукция 1С:Предприятие 8. Управление лесозаготовительным предприятием. Модуль для 1С:ERP и 1C:КА2 (25 шт., А4)",
8612,4601546089878,"Печатная продукция 1С:Предприятие 8. Ликероводочный и винный завод (25 шт., А4)",
8613,4601546112897,"Печатная продукция 1С:Предприятие 8. Мобильная торговля (25 шт., А4)",
8614,2900001838139,"Печатная продукция 1С:Молокозавод. Модуль для 1С:ERP и 1C:КА2 (25 шт., А4)",
8615,4601546090911,"Печатная продукция 1С:Предприятие 8. Мясокомбинат (25 шт., А4)",
8616,2900001823661,"Печатная продукция 1С:Предприятие 8. Мясопереработка MES. Модуль для 1С:ERP (25 шт., А4)",
8617,4601546087041,"Печатная продукция 1С:Предприятие 8. Общепит (50 шт., А4)",
8618,4601546087034,"Печатная продукция 1С:Предприятие 8. Отель (25 шт., А4)",
8619,2900001897976,"Печатная продукция 1С:Предприятие 8. Передача данных в ФГИС ЦС (25 шт., А4)",
8620,4601546028990,"Печатная продукция 1С:Предприятие 8. Подрядчик строительства. Управление строительным производством (25 шт., А4)",
8621,4601546098610,"Печатная продукция 1С:Предприятие 8. Подрядчик строительства. Управление финансами (25 шт., А4)",
8622,4601546090935,"Печатная продукция 1С:Предприятие 8. Пиво-безалкогольный комбинат (25 шт., А4)",
8623,2900001970952,"Печатная продукция 1С:Предприятие 8. Производство алкогольной продукции. Модуль для 1С:ERP (25 шт., А4)",
8624,2900003698991,"Печатная продукция 1С:EHS Комплексная производственная безопасность КОРП"" (25 шт., А4)",
8625,2900001661942,"Печатная продукция 1С:Предприятие 8. Производственная безопасность (25 шт., А4)",
8626,2900003699004,"Печатная продукция 1С:Экология. Охрана окружающей среды КОРП (25 шт., А4)",
8627,4601546100863,"Печатная продукция 1С:Предприятие 8. Процессное производство. Химия (25 шт., А4)",
8628,4601546089236,"Печатная продукция 1С:Предприятие 8. Расчет квартплаты и бухгалтерия ЖКХ (25 шт., А4)",
8629,2900001970945,"Печатная продукция 1С:Предприятие 8. Реализация алкогольной продукции. Модуль для 1С:ERP и 1C:КА2 (25 шт., А4)",
8630,4601546093509,"Печатная продукция 1С:Предприятие 8. Ресторан. Фронт-офис (25 шт., А4)",
8631,4601546053299,"Печатная продукция буклет 1С:Предприятие 8. Решения для агропромышленного комплекса (А4,24 стр.,10шт.)",
8632,2900001002820,"Печатная продукция буклет 1С:Предприятие 8. Решения для строительного комплекса (А4,28 стр.,10шт.)",
8633,4601546095930,"Печатная продукция 1С:Риэлтор. Управление продажами недвижимости (25 шт., А4)",
8634,4601546091925,"Печатная продукция 1С:Предприятие 8. Салон красоты (25 шт., А4)",
8635,2900003761442,"Печатная продукция 1С:Предприятие 8. LIMS Управление лабораторией предприятия КОРП (25 шт., А4)",
8636,4601546091666,"Печатная продукция 1С:Предприятие 8. Селекция в животноводстве. Свиноводство (25 шт., А4)",
8637,2900003532936,"Печатная продукция 1С:Предприятие 8. Цифровое животноводство. Оперативный учет и управление производством. КРС (25 шт., А4)",
8638,2900003761459,"Печатная продукция 1С:Предприятие 8. Обмен данными по учету животных с ФГИС ВетИС Хорриот (25 шт., А4)",
8639,2900001985383,"Печатная продукция 1С:RengaBIM и Смета (25 шт., А4)",
8640,2900001694407,"Печатная продукция 1С:Предприятие 8. Смета 3 (25 шт., А4)",
8641,4601546098603,"Печатная продукция 1С:Предприятие 8. Такси и аренда автомобилей (25 шт., А4)",
8642,4601546089014,"Печатная продукция 1С:Предприятие 8. ТОИР Управление ремонтами и обслуживанием оборудования (25 шт., А4)",
8643,2900001791540,"Печатная продукция 1С:Предприятие 8. ТОИР Управление ремонтами и обслуживанием оборудования 2 КОРП (25 шт., А4)",
8644,4601546087065,"Печатная продукция 1С:Предприятие 8. Турагентство (25 шт., А4)",
8645,4601546102997,"Печатная продукция 1С:Предприятие 8 для управления автотранспортом (25 шт., А4)",
8646,2900002002485,"Печатная продукция 1С:Предприятие 8. Транспортная логистика, экспедирование и управление автотранспортом КОРП (25 шт., А4)",
8647,4601546045577,"Печатная продукция 1С:Предприятие 8. 1С-Логистика:Управление перевозками"" (50 шт., А4)",
8648,4601546020956,"Печатная продукция 1С-Логистика: Упр.складом (100 шт,А4)",
8649,4601546101006,"Печатная продукция 1С:Предприятие 8. Управление аптечной сетью (25 шт., А4)",
8650,4601546093554,"Печатная продукция 1С:Предприятие 8. Управление мукомольно-крупяным предприятием (25 шт., А4)",
8651,2900002131819,"Печатная продукция 1С:Предприятие 8. Управление недвижимостью и арендой (25 шт., А4)",
8652,4601546100146,"Печатная продукция 1С:Предприятие 8. Управление переработкой отходов и вторсырья (25 шт., А4)",
8653,4601546124944,"Печатная продукция 1С:Предприятие 8. Управление ритуальными услугами (25 шт., А4)",
8654,4601546051547,"Печатная продукция 1С:Предприятие 8. Управление сельскохозяйственным предприятием (25 шт., А4)",
